timestamp,base_name,wear,category,uu_keyword,market_hash_name,matched,data_quality_flag,error,cs_lowest_ask_usd,cs_highest_bid_usd,cs_bid_depth,cs_vol24h,cs_asp24h,uu_lowest_ask_cny,uu_lowest_ask_usd,uu_highest_bid_cny,uu_highest_bid_usd,uu_bid_depth,uu_listings,uu_bid_reference,uu_bid_depth_reference,spread_to_cs_lowest_usd,spread_to_cs_lowest_pct,spread_to_cs_bid_usd,spread_to_cs_bid_pct,cny_to_usd
1777375902,Sport Gloves | Hedge Maze,ft,normal,树篱迷宫,★ Sport Gloves | Hedge Maze (Field-Tested),True,ok,,4849.000000,4670.000000,1,2,6939.990000,32998.500000,4619.790000,32200.000000,4508.000000,1,10,42350.000000,39,229.210000,0.049615,50.210000,0.010868,0.140000
1777375909,Moto Gloves | Turtle,ft,normal,玳瑁,★ Moto Gloves | Turtle (Field-Tested),True,ok,,51.000000,81.000000,1,19,92.726316,563.400000,78.876000,558.000000,78.120000,1,10,659.000000,25,-27.876000,-0.353415,2.124000,0.026928,0.140000
1777375917,Sport Gloves | Nocts,ft,normal,夜行衣,★ Sport Gloves | Nocts (Field-Tested),True,ok,,605.920000,595.000000,1,34,763.635000,4158.000000,582.120000,4060.000000,568.400000,1,10,5210.000000,25,23.800000,0.040885,12.880000,0.022126,0.140000
1777375924,Sport Gloves | Vice,ft,normal,迈阿密风云,★ Sport Gloves | Vice (Field-Tested),True,ok,,93.450000,695.000000,1,40,766.316250,3633.490000,508.688600,3520.000000,492.800000,1,10,7140.000000,39,-415.238600,-0.816292,186.311400,0.366258,0.140000
1777375930,Sport Gloves | Superconductor,ft,normal,超导体,★ Sport Gloves | Superconductor (Field-Tested),True,ok,,2545.060000,2310.000000,1,1,3200.000000,16000.000000,2240.000000,15760.000000,2206.400000,1,10,18040.000000,39,305.060000,0.136187,70.000000,0.031250,0.140000
1777375937,Sport Gloves | Omega,ft,normal,欧米伽,★ Sport Gloves | Omega (Field-Tested),True,ok,,123.900000,360.000000,1,33,310.394242,1599.000000,223.860000,1540.000000,215.600000,1,10,2660.000000,22,-99.960000,-0.446529,136.140000,0.608148,0.140000
1777375944,Sport Gloves | Amphibious,ft,normal,双栖,★ Sport Gloves | Amphibious (Field-Tested),True,ok,,99.520000,545.000000,1,27,441.618148,2450.000000,343.000000,2410.000000,337.400000,1,10,3640.000000,34,-243.480000,-0.709854,202.000000,0.588921,0.140000
1777375950,Sport Gloves | Slingshot,ft,normal,弹弓,★ Sport Gloves | Slingshot (Field-Tested),True,ok,,419.510000,412.000000,1,22,537.362273,2899.500000,405.930000,2850.000000,399.000000,2,10,4950.000000,27,13.580000,0.033454,6.070000,0.014953,0.140000
1777375956,Sport Gloves | Scarlet Shamagh,ft,normal,猩红头巾,★ Sport Gloves | Scarlet Shamagh (Field-Tested),True,ok,,232.270000,220.000000,1,37,266.267297,1559.500000,218.330000,1480.000000,207.200000,1,10,2110.000000,14,13.940000,0.063848,1.670000,0.007649,0.140000
1777375962,Moto Gloves | Finish Line,ft,normal,终点线,★ Moto Gloves | Finish Line (Field-Tested),True,ok,,123.330000,118.000000,2,14,134.866429,849.000000,118.860000,846.000000,118.440000,1,10,941.000000,27,4.470000,0.037607,-0.860000,-0.007235,0.140000
1777375970,Moto Gloves | Spearmint,ft,normal,薄荷,★ Moto Gloves | Spearmint (Field-Tested),True,ok,,2720.880000,2410.000000,1,0,0.000000,17545.000000,2456.300000,17070.000000,2389.800000,1,10,18730.000000,39,264.580000,0.107715,-46.300000,-0.018849,0.140000
1777375976,Specialist Gloves | Tiger Strike,ft,normal,老虎精英,★ Specialist Gloves | Tiger Strike (Field-Tested),True,ok,,193.340000,191.000000,1,15,209.295333,1359.500000,190.330000,1330.000000,186.200000,2,10,2020.000000,21,3.010000,0.015815,0.670000,0.003520,0.140000
1777375985,Specialist Gloves | Buckshot,ft,normal,狩鹿,★ Specialist Gloves | Buckshot (Field-Tested),True,ok,,56.420000,53.500000,1,28,59.964643,368.980000,51.657200,353.000000,49.420000,2,10,431.000000,14,4.762800,0.092200,1.842800,0.035674,0.140000
1777375996,Sport Gloves | Pandora's Box,ft,normal,潘多拉之盒,★ Sport Gloves | Pandora's Box (Field-Tested),True,ok,,4154.000000,3970.000000,1,5,4870.352000,27899.300000,3905.902000,26900.000000,3766.000000,1,10,31180.000000,29,248.098000,0.063519,64.098000,0.016411,0.140000
1777376002,Sport Gloves | Big Game,ft,normal,大型猎物,★ Sport Gloves | Big Game (Field-Tested),True,ok,,166.170000,155.000000,1,26,186.655769,1107.000000,154.980000,1070.000000,149.800000,4,10,1260.000000,31,11.190000,0.072203,0.020000,0.000129,0.140000
1777376009,Specialist Gloves | Lt. Commander,ft,normal,陆军少尉长官,★ Specialist Gloves | Lt. Commander (Field-Tested),True,ok,,125.990000,120.000000,1,12,148.018333,871.000000,121.940000,868.000000,121.520000,2,10,1060.000000,26,4.050000,0.033213,-1.940000,-0.015909,0.140000
1777376016,Driver Gloves | Black Tie,ft,normal,西装革履,★ Driver Gloves | Black Tie (Field-Tested),True,ok,,11.100000,138.000000,1,28,175.768214,988.490000,138.388600,960.000000,134.400000,1,10,1500.000000,14,-127.288600,-0.919791,-0.388600,-0.002808,0.140000
1777376022,Moto Gloves | Transport,ft,normal,交运,★ Moto Gloves | Transport (Field-Tested),True,ok,,45.330000,43.000000,4,19,46.616316,296.400000,41.496000,288.000000,40.320000,1,10,331.000000,16,3.834000,0.092394,1.504000,0.036244,0.140000
1777376028,Specialist Gloves | Field Agent,ft,normal,一线特工,★ Specialist Gloves | Field Agent (Field-Tested),True,ok,,142.240000,138.000000,1,26,177.869231,998.000000,139.720000,967.000000,135.380000,1,10,1460.000000,23,2.520000,0.018036,-1.720000,-0.012310,0.140000
1777376035,Specialist Gloves | Fade,ft,normal,渐变之色,★ Specialist Gloves | Fade (Field-Tested),True,ok,,121.000000,235.000000,1,33,274.213030,1419.000000,198.660000,1380.000000,193.200000,5,10,2550.000000,16,-77.660000,-0.390919,36.340000,0.182926,0.140000
